s,from_country,dest_airport_code,dest_country,aircraft_type,airline_number,airline_name,flight_number,departure_time,arrival_time,duration,stops,price,currency,co2_emissions,avg_co2_emission_for_this_route,co2_percentage,scan_date
GRU,Brazil,NBO,Kenya,Boeing 787|Airbus A320|Boeing 777,multi,[Air France| KLM],AF459|AF459|AF459,8/27/2022 18:55,8/29/2022 22:00,2705,2,1387,USD,1676000,1520000,10%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 787|Boeing 737|Boeing 777,multi,[Air France| KLM],AF459|AF459|AF459,8/27/2022 18:55,8/29/2022 22:00,2705,2,1387,USD,1687000,1520000,11%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 787|Boeing 737|Boeing 777,multi,[Air France| KLM],AF459|AF459|AF459,8/27/2022 18:55,8/29/2022 22:00,2705,2,1387,USD,1676000,1520000,10%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 787|Boeing 737|Boeing 777,multi,[Air France| KLM],AF459|AF459|AF459,8/27/2022 18:55,8/29/2022 22:00,2705,2,1387,USD,1676000,1520000,10%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Airbus A350|Airbus A330,TK,[Turkish Airlines],TK194|TK194,8/27/2022 22:25,8/29/2022 02:40,1335,1,1404,USD,1321000,1520000,-13%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 767|Boeing 787|Boeing 787,multi,[LATAM| Qatar Airways],LA8114|LA8114|LA8114,8/27/2022 17:30,8/29/2022 07:25,1915,2,1449,USD,1823000,1520000,19%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 787|Boeing 787,AF,[Air France],AF459|AF459,8/27/2022 18:55,8/28/2022 21:20,1225,1,1566,USD,1448000,1520000,-4%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Airbus A350|Boeing 777,BA,[British Airways],BA246|BA246,8/27/2022 16:05,8/28/2022 21:00,1375,1,1639,USD,1457000,1520000,-4%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Airbus A330-900neo|Boeing 777|Boeing 777,multi,[Tap Air Portugal| Emirates],TP88|TP88|TP88,8/27/2022 20:50,8/29/2022 06:15,1645,2,1988,USD,1723000,1520000,13%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 777|Boeing 737|Boeing 787-10,multi,[Air France| KLM],AF457|AF457|AF457,8/27/2022 15:10,8/28/2022 22:00,1490,2,2118,USD,,1520000,None%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 777|Boeing 737|Boeing 787-10,multi,[Air France| KLM],AF457|AF457|AF457,8/27/2022 15:10,8/28/2022 22:00,1490,2,2118,USD,,1520000,None%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Airbus A330|Boeing 787|Airbus A350,multi,[Iberia| Qatar Airways],IB6824|IB6824|IB6824,8/27/2022 14:20,8/28/2022 23:55,1655,2,2259,USD,1775000,1520000,16%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Airbus A330|Boeing 787|Boeing 787,multi,[Iberia| Qatar Airways],IB6824|IB6824|IB6824,8/27/2022 14:20,8/29/2022 07:25,2105,2,2259,USD,1818000,1520000,19%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Airbus A330|Boeing 777|Boeing 787,multi,[Iberia| Qatar Airways],IB6824|IB6824|IB6824,8/27/2022 14:20,8/29/2022 07:25,2105,2,2259,USD,1902000,1520000,25%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 777|Airbus A320neo|Airbus A330,multi,[SWISS| Lufthansa],LX93|LX93|LX93,8/27/2022 18:20,8/29/2022 20:20,2640,2,3567,USD,1698000,1520000,11%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 777|Airbus A319|Airbus A330,multi,[SWISS| Lufthansa],LX93|LX93|LX93,8/27/2022 18:20,8/29/2022 20:20,2640,2,3567,USD,1719000,1520000,13%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 777|Airbus A321neo|Airbus A330,multi,[SWISS| Lufthansa],LX93|LX93|LX93,8/27/2022 18:20,8/29/2022 20:20,2640,2,3581,USD,1701000,1520000,11%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 777|Airbus A320|Airbus A330,multi,[SWISS| Lufthansa],LX93|LX93|LX93,8/27/2022 18:20,8/29/2022 20:20,2640,2,3581,USD,1709000,1520000,12%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 777|Canadair RJ 900|Airbus A330,multi,[SWISS| Lufthansa],LX93|LX93|LX93,8/27/2022 18:20,8/29/2022 20:20,2640,2,3581,USD,1728000,1520000,13%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 747|Airbus A350|Boeing 737,multi,[Lufthansa| Ethiopian],LH507|LH507|LH507,8/27/2022 18:15,8/29/2022 10:25,2050,2,3621,USD,1556000,1520000,2%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 747|Airbus A350|Boeing 737,multi,[Lufthansa| Ethiopian],LH507|LH507|LH507,8/27/2022 18:15,8/29/2022 18:35,2540,2,3621,USD,1581000,1520000,4%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 747|Airbus A330,LH,[Lufthansa],LH507|LH507,8/27/2022 18:15,8/29/2022 20:20,2645,1,3638,USD,1556000,1520000,2%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 777|Airbus A320neo|Boeing 737,multi,[SWISS| EgyptAir],LX93|LX93|LX93,8/27/2022 18:20,8/29/2022 03:30,1630,2,4754,USD,1697000,1520000,11%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 747|Boeing 737|Boeing 737,multi,[Lufthansa| EgyptAir],LH507|LH507|LH507,8/27/2022 18:15,8/29/2022 03:30,1635,2,4772,USD,1711000,1520000,12%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Airbus A350|Boeing 777|Boeing 737,multi,[British Airways| EgyptAir],BA246|BA246|BA246,8/27/2022 16:05,8/29/2022 03:30,1765,2,5028,USD,1459000,1520000,-4%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 787|Boeing 787,ET,[Ethiopian],ET507|ET507,7/28/2022 01:45,7/29/2022 08:10,1315,1,756,USD,1368000,1529000,-10%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Boeing 777,KL,[KLM],KL792|KL792,7/28/2022 19:10,7/30/2022 02:05,1345,1,957,USD,1841000,1529000,20%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Airbus A350,QR,[Qatar Airways],QR780|QR780,7/28/2022 20:35,7/30/2022 01:55,1250,1,1026,USD,1639000,1529000,7%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 787|Boeing 787,ET,[Ethiopian],ET507|ET507,7/28/2022 01:45,7/30/2022 00:55,2320,1,756,USD,1368000,1529000,-10%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Airbus A320,multi,[Qatar Airways| IndiGo],QR774|QR774,7/28/2022 02:40,7/29/2022 08:40,1290,1,1026,USD,1646000,1529000,7%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Boeing 787,QR,[Qatar Airways],QR774|QR774,7/28/2022 02:40,7/29/2022 08:45,1295,1,1026,USD,1673000,1529000,9%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Airbus A320,multi,[Qatar Airways| IndiGo],QR780|QR780,7/28/2022 20:35,7/30/2022 03:15,1330,1,1026,USD,1646000,1529000,7%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Airbus A320,multi,[Qatar Airways| IndiGo],QR780|QR780,7/28/2022 20:35,7/30/2022 08:40,1655,1,1026,USD,1646000,1529000,7%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Boeing 787,QR,[Qatar Airways],QR780|QR780,7/28/2022 20:35,7/30/2022 08:45,1660,1,1026,USD,1673000,1529000,9%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Airbus A350,QR,[Qatar Airways],QR774|QR774,7/28/2022 02:40,7/30/2022 01:55,2325,1,1030,USD,1639000,1529000,7%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Airbus A320,multi,[Qatar Airways| IndiGo],QR774|QR774,7/28/2022 02:40,7/30/2022 03:15,2405,1,1030,USD,1646000,1529000,7%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Boeing 737|Boeing 777,multi,[Air France| KLM],AF457|AF457|AF457,7/28/2022 15:10,7/30/2022 02:05,1585,2,1078,USD,,1529000,None%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Boeing 737|Boeing 777,multi,[Air France| KLM],AF457|AF457|AF457,7/28/2022 15:10,7/30/2022 02:05,1585,2,1178,USD,,1529000,None%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A380|Boeing 777,EK,[Emirates],EK262|EK262,7/28/2022 01:25,7/29/2022 09:05,1390,1,1225,USD,1626000,1529000,6%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A380|Boeing 777,EK,[Emirates],EK262|EK262,7/28/2022 01:25,7/29/2022 14:45,1730,1,1225,USD,1628000,1529000,6%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A380|Boeing 777,EK,[Emirates],EK262|EK262,7/28/2022 01:25,7/29/2022 20:20,2065,1,1225,USD,1626000,1529000,6%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A380|Boeing 777,EK,[Emirates],EK262|EK262,7/28/2022 01:25,7/30/2022 02:45,2450,1,1225,USD,1626000,1529000,6%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A380|Boeing 737,multi,[Emirates| flydubai],EK262|EK262,7/28/2022 01:25,7/30/2022 03:20,2485,1,1341,USD,1600000,1529000,4%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Airbus A330,LX,[SWISS],LX93|LX93,7/28/2022 18:20,7/29/2022 23:50,1260,1,1412,USD,1628000,1529000,6%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Airbus A330|Airbus A320,multi,[SWISS| Vistara],LX93|LX93|LX93,7/28/2022 18:20,7/31/2022 08:35,3225,2,1417,USD,1804000,1529000,17%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Airbus A330|Airbus A321 (Sharklets),multi,[SWISS| Air India],LX93|LX93|LX93,7/28/2022 18:20,7/31/2022 09:05,3255,2,1418,USD,1835000,1529000,20%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 747|Boeing 747,LH,[Lufthansa],LH507|LH507,7/28/2022 18:15,7/30/2022 00:55,1330,1,1645,USD,1578000,1529000,3%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Canadair RJ 900|Airbus A350,multi,[SWISS| Lufthansa],LX93|LX93|LX93,7/28/2022 18:20,7/30/2022 23:30,2680,2,1646,USD,1649000,1529000,7%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Canadair RJ 900|Airbus A350,multi,[SWISS| Lufthansa],LX93|LX93|LX93,7/28/2022 18:20,7/30/2022 23:30,2680,2,1646,USD,1649000,1529000,7%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Canadair RJ 900|Airbus A350,multi,[SWISS| Lufthansa],LX93|LX93|LX93,7/28/2022 18:20,7/30/2022 23:30,2680,2,1646,USD,1649000,1529000,7%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Embraer 195|Airbus A350,multi,[SWISS| Lufthansa],LX93|LX93|LX93,7/28/2022 18:20,7/30/2022 23:30,2680,2,1654,USD,1641000,1529000,7%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Canadair RJ 900|Airbus A350,multi,[SWISS| Lufthansa],LX93|LX93|LX93,7/28/2022 18:20,7/30/2022 23:30,2680,2,1654,USD,1649000,1529000,7%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Embraer 195|Airbus A350,multi,[SWISS| Lufthansa],LX93|LX93|LX93,7/28/2022 18:20,7/30/2022 23:30,2680,2,1654,USD,1641000,1529000,7%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Airbus A320|Boeing 777,multi,[Air France| KLM],AF457|AF457|AF457,7/28/2022 15:10,7/30/2022 02:05,1585,2,1804,USD,,1529000,None%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 747|Boeing 747|Airbus A320,multi,[Lufthansa| Vistara],LH507|LH507|LH507,7/28/2022 18:15,7/30/2022 08:05,1760,2,1948,USD,1834000,1529000,19%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 747|Boeing 747|Airbus A320,multi,[Lufthansa| Vistara],LH507|LH507|LH507,7/28/2022 18:15,7/30/2022 08:35,1790,2,1948,USD,1834000,1529000,19%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A330-900neo|Boeing 777|Boeing 777,multi,[Tap Air Portugal| Emirates],TP88|TP88|TP88,7/28/2022 20:25,7/30/2022 09:05,1690,2,2094,USD,1580000,1529000,3%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A330-900neo|Boeing 777|Boeing 777,multi,[Tap Air Portugal| Emirates],TP88|TP88|TP88,7/28/2022 20:25,7/30/2022 14:45,2030,2,2094,USD,1582000,1529000,3%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A330-900neo|Boeing 777|Boeing 777,multi,[Tap Air Portugal| Emirates],TP88|TP88|TP88,7/28/2022 20:25,7/30/2022 20:20,2365,2,2094,USD,1580000,1529000,3%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Airbus A320neo|Airbus A350,multi,[LATAM| Lufthansa],LA8084|LA8084|LA8084,7/28/2022 23:50,7/30/2022 23:30,2350,2,2128,USD,1622000,1529000,6%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Airbus A320neo|Airbus A350,multi,[LATAM| Lufthansa],LA8084|LA8084|LA8084,7/28/2022 23:50,7/30/2022 23:30,2350,2,2136,USD,1622000,1529000,6%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Airbus A320neo|Airbus A350,multi,[LATAM| Lufthansa],LA8084|LA8084|LA8084,7/28/2022 23:50,7/30/2022 23:30,2350,2,2136,USD,1622000,1529000,6%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Boeing 747,multi,[LATAM| Lufthansa],LA8070|LA8070,7/28/2022 23:50,7/31/2022 00:55,2435,1,2138,USD,1656000,1529000,8%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 787|Boeing 787|Airbus A350,multi,[Air Europa| Etihad],UX58|UX58|UX58,7/28/2022 13:50,7/30/2022 03:15,1735,2,2186,USD,1377000,1529000,-9%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 787|Boeing 787|Boeing 787,multi,[Air Europa| Etihad],UX58|UX58|UX58,7/28/2022 13:50,7/30/2022 19:30,2710,2,2186,USD,1413000,1529000,-7%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 787|Boeing 787,UA,[United],UA844|UA844,7/28/2022 22:20,7/30/2022 20:55,2285,1,2480,USD,1755000,1529000,14%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 787|Airbus A320|Airbus A330,multi,[LATAM| Finnair],LA702|LA702|LA702,7/28/2022 23:00,7/31/2022 05:25,2755,2,2669,USD,5695000,1529000,272%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Airbus A350|Airbus A330,multi,[LATAM| Finnair],LA8084|LA8084|LA8084,7/28/2022 23:50,7/31/2022 05:25,2705,2,2673,USD,6664000,1529000,335%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Airbus A319|Airbus A330,multi,[LATAM| Finnair],LA8084|LA8084|LA8084,7/28/2022 23:50,7/31/2022 05:25,2705,2,2673,USD,6330000,1529000,314%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Airbus A350|Airbus A330,multi,[LATAM| Finnair],LA8084|LA8084|LA8084,7/28/2022 23:50,7/31/2022 05:25,2705,2,2673,USD,6659000,1529000,335%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Embraer 190|Airbus A330,multi,[LATAM| Finnair],LA8070|LA8070|LA8070,7/28/2022 23:50,7/31/2022 05:25,2705,2,2687,USD,6496000,1529000,324%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Airbus A319|Airbus A330,multi,[LATAM| Finnair],LA8070|LA8070|LA8070,7/28/2022 23:50,7/31/2022 05:25,2705,2,2756,USD,6425000,1529000,320%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Boeing 777,multi,[LATAM| Air India],LA8180|LA8180,7/28/2022 23:05,7/30/2022 12:00,1705,1,2791,USD,2231000,1529000,45%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Airbus A320neo|Airbus A350,multi,[LATAM| Lufthansa],LA8084|LA8084|LA8084,7/28/2022 23:50,7/30/2022 23:30,2350,2,2937,USD,1622000,1529000,6%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Boeing 787,multi,[LATAM| British Airways],LA8084|LA8084,7/28/2022 23:50,7/30/2022 08:20,1440,1,2957,USD,1616000,1529000,5%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Boeing 787|Boeing 777,multi,[LATAM| British Airways| Air India],LA8084|LA8084|LA8084,7/28/2022 23:50,7/30/2022 18:20,2040,2,2957,USD,1879000,1529000,22%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Boeing 787,multi,[LATAM| British Airways],LA8084|LA8084,7/28/2022 23:50,7/30/2022 23:30,2350,1,2957,USD,1666000,1529000,8%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 787|Airbus A350|Boeing 787,multi,[LATAM| Iberia| British Airways],LA8064|LA8064|LA8064,7/28/2022 23:30,7/30/2022 08:20,1460,2,2970,USD,1490000,1529000,-2%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Boeing 787,UA,[United],UA148|UA148,7/28/2022 21:00,7/30/2022 21:30,2400,1,2993,USD,2807000,1529000,83%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Airbus A220-300 Passenger|Boeing 777,AC,[Air Canada],AC97|AC97|AC97,7/28/2022 21:05,7/30/2022 21:05,2370,2,3068,USD,2013000,1529000,31%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Airbus A220-300 Passenger|Boeing 777,AC,[Air Canada],AC97|AC97|AC97,7/28/2022 21:05,7/30/2022 21:05,2370,2,3068,USD,2013000,1529000,31%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 787|Boeing 777,AC,[Air Canada],AC91|AC91,7/28/2022 21:20,7/30/2022 21:05,2355,1,3068,USD,1863000,1529000,21%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A350|Boeing 787,BA,[British Airways],BA246|BA246,7/28/2022 16:05,7/29/2022 23:30,1375,1,3216,USD,1339000,1529000,-12%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A350|Boeing 787,BA,[British Airways],BA246|BA246,7/28/2022 16:05,7/30/2022 08:20,1905,1,3216,USD,1289000,1529000,-15%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A350|Boeing 777|Airbus A320,multi,[British Airways| Vistara],BA246|BA246|BA246,7/28/2022 16:05,7/30/2022 11:00,2065,2,3231,USD,1653000,1529000,8%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 767|Airbus A320|Boeing 787,multi,[LATAM| British Airways],LA8114|LA8114|LA8114,7/28/2022 17:30,7/30/2022 08:20,1820,2,3535,USD,1781000,1529000,16%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A350|Boeing 777|Airbus A321 (Sharklets),multi,[British Airways| Air India],BA246|BA246|BA246,7/28/2022 16:05,7/30/2022 12:20,2145,2,3808,USD,1684000,1529000,10%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Boeing 777,AA,[American],AA950|AA950,7/28/2022 23:15,7/30/2022 21:30,2265,1,3855,USD,2124000,1529000,38%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A330-900neo|Airbus A321neo|Boeing 747,multi,[Tap Air Portugal| Lufthansa],TP82|TP82|TP82,7/28/2022 15:30,7/30/2022 00:55,1495,2,5133,USD,1444000,1529000,-5%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A330-900neo|Airbus A321|Boeing 747,multi,[Tap Air Portugal| Lufthansa],TP82|TP82|TP82,7/28/2022 15:30,7/30/2022 00:55,1495,2,5133,USD,1487000,1529000,-2%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 777|Embraer 190 E2|Boeing 787,multi,[SWISS| LOT],LX93|LX93|LX93,7/28/2022 18:20,7/30/2022 06:00,1630,2,5149,USD,1758000,1529000,14%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 747|Airbus A320|Airbus A330,multi,[Lufthansa| Finnair],LH507|LH507|LH507,7/28/2022 18:15,7/30/2022 05:25,1600,2,5155,USD,1629000,1529000,6%,4/29/2022 17:52
GRU,Brazil,DEL,India,Boeing 747|Airbus A319|Boeing 787,multi,[Lufthansa| LOT],LH507|LH507|LH507,7/28/2022 18:15,7/30/2022 06:00,1635,2,5167,USD,1639000,1529000,7%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A350|Boeing 787|Airbus A321 (Sharklets),multi,[British Airways| Air India],BA246|BA246|BA246,7/28/2022 16:05,7/30/2022 12:20,2145,2,5444,USD,2345000,1529000,53%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A330|Airbus A320|Boeing 787,multi,[Iberia| British Airways],IB6824|IB6824|IB6824,7/28/2022 14:20,7/30/2022 08:20,2010,2,6286,USD,3485000,1529000,127%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A330|Airbus A319|Boeing 787,multi,[Iberia| British Airways],IB6824|IB6824|IB6824,7/28/2022 14:20,7/30/2022 08:20,2010,2,6286,USD,3505000,1529000,129%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A330|Airbus A320|Boeing 787,multi,[Iberia| British Airways],IB6824|IB6824|IB6824,7/28/2022 14:20,7/30/2022 08:20,2010,2,6286,USD,3480000,1529000,127%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A321|Boeing 787|Boeing 787,multi,[LATAM| British Airways],LA3332|LA3332|LA3332,7/28/2022 10:20,7/30/2022 08:20,2250,2,6309,USD,3379000,1529000,121%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A321|Boeing 787|Boeing 787,multi,[LATAM| British Airways],LA3532|LA3532|LA3532,7/28/2022 15:05,7/30/2022 08:20,1965,2,6309,USD,3379000,1529000,121%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A330|Airbus A320|Boeing 787,multi,[Iberia| British Airways],IB6824|IB6824|IB6824,7/28/2022 14:20,7/29/2022 23:30,1480,2,6916,USD,1725000,1529000,12%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A350|Boeing 787,multi,[British Airways| Air India],BA246|BA246,7/28/2022 16:05,7/30/2022 02:15,1540,1,7570,USD,1384000,1529000,-9%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A350|Boeing 787,multi,[British Airways| Air India],BA246|BA246,7/28/2022 16:05,7/30/2022 10:40,2045,1,7570,USD,1384000,1529000,-9%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A350|Boeing 787|Airbus A321 (Sharklets),multi,[British Airways| Air India],BA246|BA246|BA246,7/28/2022 16:05,7/30/2022 12:20,2145,2,7573,USD,1609000,1529000,5%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A350|Boeing 787|Airbus A321 (Sharklets),multi,[British Airways| Air India],BA246|BA246|BA246,7/28/2022 16:05,7/30/2022 15:15,2320,2,7573,USD,1609000,1529000,5%,4/29/2022 17:52
GRU,Brazil,DEL,India,Airbus A350|Boeing 787|Airbus A320,multi,[British Airways| Vistara],BA246|BA246|BA246,7/28/2022 16:05,7/30/2022 12:30,2155,2,7913,USD,1592000,1529000,4%,4/29/2022 17:52
GRU,Brazil,CMN,Morocco,Airbus A350|Boeing 777,TK,[Turkish Airlines],TK194|TK194,4/30/2022 22:25,5/2/2022 14:05,2200,1,1319,USD,1229000,828000,48%,4/29/2022 17:52
GRU,Brazil,CMN,Morocco,Airbus A350|Boeing 777,TK,[Turkish Airlines],TK16|TK16,4/30/2022 03:35,5/1/2022 14:05,1890,1,1466,USD,1229000,828000,48%,4/29/2022 17:52
GRU,Brazil,CMN,Morocco,Airbus A330-900neo|Embraer 190,TP,[Tap Air Portugal],TP88|TP88,4/30/2022 20:50,5/2/2022 09:50,2040,1,2090,USD,776000,828000,-6%,4/29/2022 17:52
GRU,Brazil,CMN,Morocco,Airbus A321neo|Airbus A330-900neo|Embraer 195,multi,[Azul| Tap Air Portugal],AD5092|AD5092|AD5092,4/30/2022 17:50,5/1/2022 15:10,1100,2,2252,USD,786000,828000,-5%,4/29/2022 17:52
YYZ,Canada,CGO,China,Boeing 777|Boeing 737,multi,[China Eastern| Shanghai Airlines],MU208|MU208,8/27/2022 16:25,8/29/2022 00:55,1230,1,2481,USD,1441000,,,4/29/2022 17:52
YYZ,Canada,CGO,China,Boeing 777|Boeing 737,multi,[China Eastern| Shanghai Airlines],MU208|MU208,8/27/2022 16:25,8/29/2022 11:10,1845,1,2481,USD,1456000,,,4/29/2022 17:52
YYZ,Canada,CGO,China,Boeing 777|Boeing 737,multi,[China Eastern| Shanghai Airlines],MU208|MU208,8/27/2022 16:25,8/29/2022 14:10,2025,1,2481,USD,1437000,,,4/29/2022 17:52
YYZ,Canada,CGO,China,Boeing 777|Boeing 737,MU,[China Eastern],MU208|MU208,8/27/2022 16:25,8/29/2022 09:35,1750,1,2494,USD,1451000,,,4/29/2022 17:52
YYZ,Canada,CGO,China,Boeing 777|Airbus A320|Airbus A319,MU,[China Eastern],MU208|MU208|MU208,8/27/2022 16:25,8/29/2022 13:45,2000,2,2663,USD,1546000,,,4/29/2022 17:52
YYZ,Canada,CGO,China,Boeing 777|Boeing 737,multi,[China Eastern| China Southern],MU208|MU208,8/27/2022 16:25,8/29/2022 00:15,1190,1,2836,USD,1436000,,,4/29/2022 17:52
YYZ,Canada,SYD,Australia,Boeing 777|Boeing 787,AC,[Air Canada],AC127|AC127,5/6/2022 18:55,5/8/2022 07:45,1370,1,1249,USD,1432000,1516000,-5%,4/29/2022 17:52
YYZ,Canada,CGO,China,Boeing 777|Boeing 737,multi,[China Eastern| China Southern],MU208|MU208,8/27/2022 16:25,8/29/2022 13:35,1990,1,2836,USD,1432000,,,4/29/2022 17:52
YYZ,Canada,SYD,Australia,Boeing 787|Boeing 787,multi,[Air Canada| United],AC793|AC793,5/6/2022 18:35,5/8/2022 06:55,1340,1,1396,USD,1338000,1516000,-11%,4/29/2022 17:52
YYZ,Canada,SYD,Australia,Airbus A321|Boeing 777,multi,[Air Canada| United],AC745|AC745,5/6/2022 18:55,5/8/2022 07:00,1325,1,1396,USD,1655000,1516000,9%,4/29/2022 17:52
YYZ,Canada,SYD,Australia,Boeing 737MAX 8 Passenger|Boeing 737MAX 8 Passenger|Boeing 787,AC,[Air Canada],AC177|AC177|AC177,5/6/2022 21:25,5/9/2022 07:45,2660,2,1159,USD,1422000,1516000,-6%,4/29/2022 17:52
