s,from_country,dest_airport_code,dest_country,aircraft_type,airline_number,airline_name,flight_number,departure_time,arrival_time,duration,stops,price,currency,co2_emissions,avg_co2_emission_for_this_route,co2_percentage,scan_date
GRU,Brazil,MUC,Germany,Airbus A350|Airbus A330,TK,[Turkish Airlines],TK194|TK194,8/27/2022 22:25,8/29/2022 09:25,1800,1,860,USD,1044000,933000,11%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A330|Airbus A319,IB,[Iberia],IB6824|IB6824,8/27/2022 14:20,8/28/2022 11:35,975,1,907,USD,1127000,933000,20%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A330|Airbus A319,IB,[Iberia],IB6824|IB6824,8/27/2022 14:20,8/28/2022 19:15,1435,1,907,USD,1127000,933000,20%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A330|Airbus A319,IB,[Iberia],IB6824|IB6824,8/27/2022 14:20,8/28/2022 22:40,1640,1,915,USD,1127000,933000,20%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 787|Airbus A319,multi,[LATAM| Iberia],LA8064|LA8064,8/27/2022 23:30,8/28/2022 19:15,885,1,925,USD,964000,933000,3%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 787|Airbus A319,multi,[LATAM| Iberia],LA8064|LA8064,8/27/2022 23:30,8/28/2022 22:40,1090,1,925,USD,964000,933000,3%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Embraer 175,KL,[KLM],KL792|KL792,8/27/2022 19:10,8/28/2022 20:05,1195,1,940,USD,1245000,933000,33%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Embraer 195 E2,KL,[KLM],KL792|KL792,8/27/2022 19:10,8/28/2022 22:45,1355,1,940,USD,1220000,933000,30%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Boeing 737,KL,[KLM],KL792|KL792,8/27/2022 19:10,8/29/2022 08:40,1950,1,940,USD,1234000,933000,32%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 737|Airbus A330-900neo|Airbus A320,multi,[Gol| Tap Air Portugal],G31320|G31320|G31320,8/27/2022 09:25,8/28/2022 12:50,1345,2,1015,USD,914000,933000,-2%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A320|Airbus A330-900neo|Airbus A320,multi,[Azul| Tap Air Portugal],AD4570|AD4570|AD4570,8/27/2022 10:35,8/28/2022 12:50,1275,2,1032,USD,914000,933000,-1%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A330-900neo|Airbus A321neo|Airbus A320neo,multi,[Tap Air Portugal| Lufthansa],TP82|TP82|TP82,8/27/2022 15:30,8/28/2022 14:55,1105,2,1070,USD,875000,933000,-6%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A330-900neo|Airbus A320|Airbus A320neo,multi,[Tap Air Portugal| Lufthansa],TP82|TP82|TP82,8/27/2022 15:30,8/28/2022 14:55,1105,2,1070,USD,873000,933000,-6%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A330-900neo|Airbus A320|Airbus A320neo,multi,[Tap Air Portugal| Lufthansa],TP82|TP82|TP82,8/27/2022 15:30,8/28/2022 14:55,1105,2,1070,USD,873000,933000,-6%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A330|Airbus A319,AZ,[ITA],AZ675|AZ675,8/27/2022 14:25,8/28/2022 10:05,880,1,1077,USD,1160000,933000,24%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A330|Airbus A320,AZ,[ITA],AZ675|AZ675,8/27/2022 14:25,8/29/2022 10:05,2320,1,1091,USD,1168000,933000,25%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Airbus A220-300 Passenger|Boeing 787,AC,[Air Canada],AC97|AC97|AC97,8/27/2022 21:05,8/29/2022 07:45,1780,2,1114,USD,1434000,933000,53%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A330-900neo|Airbus A321neo,multi,[Tap Air Portugal| Lufthansa],TP82|TP82,8/27/2022 15:30,8/28/2022 18:20,1310,1,1150,USD,845000,933000,-9%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A330-900neo|Airbus A321neo,multi,[Tap Air Portugal| Lufthansa],TP88|TP88,8/27/2022 20:50,8/28/2022 18:20,990,1,1150,USD,845000,933000,-9%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A321neo|Airbus A330-900neo|Airbus A321neo,multi,[Azul| Tap Air Portugal],AD5092|AD5092|AD5092,8/27/2022 17:50,8/28/2022 19:10,1220,2,1177,USD,866000,933000,-7%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 747|Airbus A321,LH,[Lufthansa],LH507|LH507,8/27/2022 18:15,8/28/2022 13:10,835,1,1189,USD,1029000,933000,10%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 747|Airbus A320,LH,[Lufthansa],LH507|LH507,8/27/2022 18:15,8/28/2022 14:10,895,1,1189,USD,1026000,933000,9%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 747|Airbus A319,LH,[Lufthansa],LH507|LH507,8/27/2022 18:15,8/28/2022 16:10,1015,1,1189,USD,1035000,933000,11%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 747|Airbus A321neo,LH,[Lufthansa],LH507|LH507,8/27/2022 18:15,8/28/2022 17:10,1075,1,1189,USD,1017000,933000,9%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 747|Airbus A320,LH,[Lufthansa],LH507|LH507,8/27/2022 18:15,8/28/2022 18:10,1135,1,1189,USD,1026000,933000,9%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 747|Airbus A319,LH,[Lufthansa],LH507|LH507,8/27/2022 18:15,8/28/2022 19:10,1195,1,1189,USD,1035000,933000,11%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 747|Airbus A321,LH,[Lufthansa],LH507|LH507,8/27/2022 18:15,8/28/2022 20:10,1255,1,1189,USD,1029000,933000,10%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 747|Airbus A321,LH,[Lufthansa],LH507|LH507,8/27/2022 18:15,8/28/2022 22:10,1375,1,1189,USD,1029000,933000,10%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 787|Airbus A319,AF,[Air France],AF459|AF459,8/27/2022 18:55,8/28/2022 13:55,840,1,1200,USD,973000,933000,4%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 787|Airbus A319,AF,[Air France],AF459|AF459,8/27/2022 18:55,8/28/2022 17:10,1035,1,1200,USD,973000,933000,4%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 787|Airbus A319,AF,[Air France],AF459|AF459,8/27/2022 18:55,8/28/2022 22:35,1360,1,1200,USD,973000,933000,4%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 747|Airbus A321,LH,[Lufthansa],LH507|LH507,8/27/2022 18:15,8/29/2022 08:10,1975,1,1209,USD,1029000,933000,10%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 767|Boeing 777,UA,[United],UA860|UA860,8/27/2022 21:30,8/29/2022 07:40,1750,1,1220,USD,1549000,933000,66%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Boeing 767,UA,[United],UA63|UA63,8/27/2022 21:50,8/29/2022 10:05,1875,1,1220,USD,1844000,933000,97%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A380|Airbus A380,EK,[Emirates],EK262|EK262,8/27/2022 01:25,8/28/2022 13:15,1850,1,1224,USD,1879000,933000,101%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A380|Boeing 777,EK,[Emirates],EK262|EK262,8/27/2022 01:25,8/28/2022 20:50,2305,1,1224,USD,1877000,933000,101%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 767|Airbus A320neo,multi,[LATAM| Lufthansa],LA8114|LA8114,8/27/2022 17:30,8/28/2022 13:45,915,1,1254,USD,1084000,933000,16%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 787|Airbus A320,multi,[LATAM| Lufthansa],LA702|LA702,8/27/2022 23:00,8/28/2022 19:25,925,1,1259,USD,950000,933000,1%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 787|Airbus A320,multi,[LATAM| Lufthansa],LA702|LA702,8/27/2022 23:00,8/29/2022 08:15,1695,1,1261,USD,950000,933000,1%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Airbus A321,multi,[LATAM| Lufthansa],LA8120|LA8120,8/27/2022 17:20,8/28/2022 12:20,840,1,1261,USD,1116000,933000,19%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Airbus A320,multi,[LATAM| Lufthansa],LA8120|LA8120,8/27/2022 17:20,8/28/2022 14:25,965,1,1261,USD,1104000,933000,18%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Airbus A320neo,multi,[LATAM| Lufthansa],LA8084|LA8084,8/27/2022 23:50,8/28/2022 19:15,865,1,1264,USD,1110000,933000,18%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Airbus A320neo,multi,[LATAM| Lufthansa],LA8084|LA8084,8/27/2022 23:50,8/28/2022 20:40,950,1,1264,USD,1110000,933000,18%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 767|Airbus A320|Airbus A319,multi,[LATAM| Iberia],LA8146|LA8146|LA8146,8/27/2022 17:35,8/28/2022 19:15,1240,2,1272,USD,1163000,933000,24%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 767|Airbus A320|Airbus A319,multi,[LATAM| Iberia],LA8146|LA8146|LA8146,8/27/2022 17:35,8/28/2022 19:15,1240,2,1272,USD,1167000,933000,25%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Airbus A319,multi,[LATAM| Lufthansa],LA8070|LA8070,8/27/2022 23:50,8/28/2022 19:10,860,1,1277,USD,1113000,933000,19%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Airbus A321,multi,[LATAM| Lufthansa],LA8070|LA8070,8/27/2022 23:50,8/28/2022 20:10,920,1,1277,USD,1107000,933000,18%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Airbus A321,multi,[LATAM| Lufthansa],LA8070|LA8070,8/27/2022 23:50,8/29/2022 08:10,1640,1,1298,USD,1107000,933000,18%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Airbus A320,multi,[LATAM| Lufthansa],LA8070|LA8070,8/27/2022 23:50,8/29/2022 09:10,1700,1,1298,USD,1104000,933000,18%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Canadair RJ 900,multi,[SWISS| Lufthansa],LX93|LX93,8/27/2022 18:20,8/28/2022 14:05,885,1,1333,USD,1137000,933000,21%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Embraer 195,multi,[SWISS| Lufthansa],LX93|LX93,8/27/2022 18:20,8/28/2022 17:50,1110,1,1333,USD,1129000,933000,21%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Embraer 195,multi,[SWISS| Lufthansa],LX93|LX93,8/27/2022 18:20,8/28/2022 21:00,1300,1,1333,USD,1129000,933000,21%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 787|Boeing 787,UA,[United],UA844|UA844,8/27/2022 22:20,8/29/2022 09:45,1825,1,1404,USD,1316000,933000,41%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Airbus A380|Airbus A320,multi,[LATAM| Singapore Airlines| Lufthansa],LA8180|LA8180|LA8180,8/27/2022 23:05,8/29/2022 16:10,2165,2,1408,USD,1596000,933000,71%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Boeing 767,UA,[United],UA148|UA148,8/27/2022 21:00,8/29/2022 07:35,1775,1,1589,USD,1585000,933000,69%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Airbus A320neo|Canadair RJ 900,multi,[SWISS| Lufthansa],LX93|LX93|LX93,8/27/2022 18:20,8/28/2022 18:40,1160,2,1599,USD,1211000,933000,29%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 787|Boeing 787|Embraer 175,multi,[Aeromexico| KLM],AM15|AM15|AM15,8/27/2022 10:25,8/28/2022 20:05,1720,2,1600,USD,1629000,933000,74%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 787|Boeing 787|Embraer 195 E2,multi,[Aeromexico| KLM],AM15|AM15|AM15,8/27/2022 10:25,8/28/2022 22:45,1880,2,1600,USD,1603000,933000,71%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A350|Airbus A330,TK,[Turkish Airlines],TK16|TK16,8/27/2022 03:35,8/28/2022 09:25,1490,1,1725,USD,1044000,933000,11%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A350|Airbus A321,TK,[Turkish Airlines],TK16|TK16,8/27/2022 03:35,8/28/2022 13:35,1740,1,1725,USD,1043000,933000,11%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 787|Boeing 787,AC,[Air Canada],AC91|AC91,8/27/2022 21:20,8/29/2022 07:45,1765,1,2261,USD,1925000,933000,106%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Airbus A350,multi,[United| Lufthansa],UA148|UA148,8/27/2022 21:00,8/29/2022 10:35,1955,1,2330,USD,1371000,933000,46%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 787|Airbus A350,multi,[United| Lufthansa],UA844|UA844,8/27/2022 22:20,8/29/2022 07:20,1680,1,2330,USD,1261000,933000,35%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A350|Airbus A319,BA,[British Airways],BA246|BA246,8/27/2022 16:05,8/28/2022 11:50,885,1,2490,USD,2951000,933000,216%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A350|Airbus A320,BA,[British Airways],BA246|BA246,8/27/2022 16:05,8/28/2022 15:35,1110,1,2490,USD,2917000,933000,212%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A350|Airbus A320,BA,[British Airways],BA246|BA246,8/27/2022 16:05,8/28/2022 19:25,1340,1,2490,USD,2917000,933000,212%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Airbus A350,multi,[Air Canada| Lufthansa],AC97|AC97,8/27/2022 21:05,8/29/2022 10:10,1925,1,4561,USD,1317000,933000,41%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 787|Airbus A350,multi,[Air Canada| Lufthansa],AC91|AC91,8/27/2022 21:20,8/29/2022 10:10,1910,1,4858,USD,1281000,933000,37%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A350|Airbus A320neo,multi,[British Airways| Lufthansa],BA246|BA246,8/27/2022 16:05,8/28/2022 11:50,885,1,5312,USD,782000,933000,-16%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Airbus A350,QR,[Qatar Airways],QR774|QR774,8/27/2022 02:40,8/28/2022 07:00,1400,1,15871,USD,7140000,933000,665%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Airbus A350,QR,[Qatar Airways],QR774|QR774,8/27/2022 02:40,8/28/2022 13:30,1790,1,15871,USD,7140000,933000,665%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Airbus A350,QR,[Qatar Airways],QR780|QR780,8/27/2022 20:35,8/29/2022 07:00,1765,1,15871,USD,7140000,933000,665%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320,AV,[Avianca],AV184,8/27/2022 01:35,8/27/2022 05:40,365,0,331,USD,477000,544000,-12%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A319,AV,[Avianca],AV86,8/27/2022 07:10,8/27/2022 11:15,365,0,331,USD,544000,544000,0%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320,AV,[Avianca],AV248,8/27/2022 17:15,8/27/2022 21:20,365,0,331,USD,477000,544000,-12%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 8 Passenger|Airbus A320,multi,[Gol| Avianca],G31098|G31098,8/27/2022 20:45,8/28/2022 11:45,1020,1,359,USD,403000,544000,-26%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320|Airbus A320,LA,[LATAM],LA8039|LA8039,8/27/2022 19:20,8/28/2022 15:36,1336,1,382,USD,558000,544000,2%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320|Boeing 787,LA,[LATAM],LA755|LA755,8/27/2022 21:50,8/28/2022 13:00,1030,1,399,USD,704000,544000,29%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM758|CM758,8/27/2022 01:50,8/27/2022 09:29,579,1,401,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM758|CM758,8/27/2022 01:50,8/27/2022 17:26,1056,1,401,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 767|Airbus A320,LA,[LATAM],LA2383|LA2383,8/27/2022 06:50,8/28/2022 12:21,1891,1,417,USD,606000,544000,11%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320|Boeing 787,LA,[LATAM],LA753|LA753,8/27/2022 17:45,8/28/2022 13:00,1275,1,433,USD,704000,544000,29%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320|Airbus A320,LA,[LATAM],LA8039|LA8039,8/27/2022 19:20,8/28/2022 12:21,1141,1,433,USD,558000,544000,2%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 767|Airbus A320|Airbus A320,LA,[LATAM],LA2383|LA2383|LA2383,8/27/2022 06:50,8/27/2022 21:38,1008,2,437,USD,647000,544000,18%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 767|Airbus A320|Airbus A320,LA,[LATAM],LA2383|LA2383|LA2383,8/27/2022 06:50,8/27/2022 22:33,1063,2,437,USD,647000,544000,18%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 767|Airbus A320|Airbus A320,LA,[LATAM],LA2383|LA2383|LA2383,8/27/2022 06:50,8/27/2022 23:46,1136,2,437,USD,647000,544000,18%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737|Boeing 737,CM,[COPA],CM801|CM801,8/27/2022 01:35,8/27/2022 09:29,594,1,451,USD,679000,544000,24%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737|Boeing 737,CM,[COPA],CM801|CM801,8/27/2022 01:35,8/27/2022 11:03,688,1,451,USD,679000,544000,24%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737|Boeing 737,CM,[COPA],CM801|CM801,8/27/2022 01:35,8/27/2022 13:29,834,1,451,USD,679000,544000,24%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737|Boeing 737,CM,[COPA],CM801|CM801,8/27/2022 01:35,8/27/2022 17:26,1071,1,451,USD,679000,544000,24%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM758|CM758,8/27/2022 01:50,8/27/2022 11:03,673,1,451,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM758|CM758,8/27/2022 01:50,8/27/2022 13:29,819,1,451,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM758|CM758,8/27/2022 01:50,8/27/2022 17:07,1037,1,451,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM758|CM758,8/27/2022 01:50,8/27/2022 22:55,1385,1,451,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM702|CM702,8/27/2022 03:16,8/27/2022 11:03,587,1,451,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM702|CM702,8/27/2022 03:16,8/27/2022 13:29,733,1,451,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM702|CM702,8/27/2022 03:16,8/27/2022 17:26,970,1,451,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM702|CM702,8/27/2022 03:16,8/28/2022 09:29,1933,1,451,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM700|CM700,8/27/2022 12:30,8/28/2022 09:29,1379,1,451,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM700|CM700,8/27/2022 12:30,8/28/2022 11:03,1473,1,451,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM700|CM700,8/27/2022 12:30,8/28/2022 13:29,1619,1,451,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM700|CM700,8/27/2022 12:30,8/28/2022 17:26,1856,1,451,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320|Boeing 787,LA,[LATAM],LA761|LA761,8/27/2022 02:00,8/27/2022 13:30,810,1,474,USD,704000,544000,29%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320|Airbus A319|Airbus A320,LA,[LATAM],LA755|LA755|LA755,8/27/2022 21:50,8/28/2022 15:36,1186,2,474,USD,773000,544000,42%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A321|Airbus A320|Airbus A320,LA,[LATAM],LA3532|LA3532|LA3532,8/27/2022 15:05,8/28/2022 12:21,1396,2,481,USD,653000,544000,19%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 787|Boeing 787,LA,[LATAM],LA631|LA631,8/27/2022 12:45,8/28/2022 13:00,1575,1,493,USD,712000,544000,30%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320|Boeing 787,LA,[LATAM],LA755|LA755,8/27/2022 21:50,8/28/2022 20:05,1455,1,493,USD,666000,544000,22%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737|Boeing 737,CM,[COPA],CM801|CM801,8/27/2022 01:35,8/27/2022 17:07,1052,1,506,USD,679000,544000,24%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM702|CM702,8/27/2022 03:16,8/27/2022 17:07,951,1,506,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 767|Airbus A320,LA,[LATAM],LA2383|LA2383,8/27/2022 06:50,8/27/2022 15:36,646,1,525,USD,606000,544000,11%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320|Airbus A320|Airbus A320,LA,[LATAM],LA8004|LA8004|LA8004,8/27/2022 03:50,8/27/2022 21:38,1188,2,529,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320|Airbus A320|Airbus A320,LA,[LATAM],LA8004|LA8004|LA8004,8/27/2022 03:50,8/27/2022 22:33,1243,2,529,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320|Airbus A320|Airbus A320,LA,[LATAM],LA8004|LA8004|LA8004,8/27/2022 03:50,8/27/2022 23:46,1316,2,529,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320|Boeing 787,LA,[LATAM],LA753|LA753,8/27/2022 17:45,8/28/2022 20:05,1700,1,534,USD,666000,544000,22%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737|Airbus A320neo,multi,[COPA| Avianca],CM758|CM758|CM758,8/27/2022 01:50,8/27/2022 13:10,800,2,545,USD,691000,544000,26%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737MAX 9 Passenger|Airbus A320,multi,[COPA| Avianca],CM758|CM758|CM758,8/27/2022 01:50,8/27/2022 20:00,1210,2,545,USD,699000,544000,28%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737|Airbus A320,multi,[COPA| Avianca],CM758|CM758|CM758,8/27/2022 01:50,8/27/2022 20:00,1210,2,545,USD,714000,544000,31%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737MAX 9 Passenger|Airbus A320,multi,[COPA| Avianca],CM758|CM758|CM758,8/27/2022 01:50,8/27/2022 20:00,1210,2,545,USD,702000,544000,28%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737|Boeing 737,CM,[COPA],CM801|CM801,8/27/2022 01:35,8/27/2022 20:07,1232,1,571,USD,679000,544000,24%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM758|CM758,8/27/2022 01:50,8/27/2022 20:07,1217,1,571,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM702|CM702,8/27/2022 03:16,8/27/2022 20:07,1131,1,571,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM702|CM702,8/27/2022 03:16,8/27/2022 22:55,1299,1,571,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM724|CM724,8/27/2022 05:26,8/27/2022 13:29,603,1,571,USD,583000,544000,7%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM724|CM724,8/27/2022 05:26,8/27/2022 17:07,821,1,571,USD,583000,544000,7%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM724|CM724,8/27/2022 05:26,8/27/2022 17:26,840,1,571,USD,583000,544000,7%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM724|CM724,8/27/2022 05:26,8/28/2022 09:29,1803,1,571,USD,583000,544000,7%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM724|CM724,8/27/2022 05:26,8/28/2022 11:03,1897,1,571,USD,583000,544000,7%,4/29/2022 17:52
